id	review
"23888_0"	"I thank the heavens for MST3000, otherwise this movie would have been intolerable. It is a communal pain, distributed among the watchers. First of all, the protagonist is Dr. Neil Connery, played by Neil Connery (subtle). Neil is Sean Connery's brother. You would not guess that from the great acting displayed in this movie. This movie is simply an Italian knock-off of a James Bond movie, except you couldn't afford any of the trademarks. They also managed to get some people who actually stared in Bond movies, like Ms. Moneypenny (Lois Maxwell), M (Bernard Lee), and Emilio Largo (from Thunderball played by Adolfo Celi). Thats about where all the similarities to any Bond movie end. Where James Bond has a suave, debonair style and uses various gadgets, his brother Neil, user hypnosis and the Jerry Lewis approach. It's not that he is clumsy, he just seems to be uncomfortable with women. The plot is pretty bad and nonsensical. By far the best part of the movie is the end conflict, where Neil and friends fight \"Largo's\" minions, who dress like the aliens from V (red vinyl outfits) with the helmets from the fireman of Fahrenheit 451. Not only that, but they are all shooting underwater harpoons. Exciting isn't it ?? This all leads to the duel between \"Largo\" (aka Thair Beta) and Neil. Harpoons at 20 paces. This movie is bad. Please don't watch this movie, unless you are heavily medicated."
"41881_0"	"The gore in this film was good. Thats about all the good I can say about this film. I see others saying the acting was good when I read other reviews on this film and I only have to say one thing about that.. What are you people taking? This was the worst acting I have ever seen and I have seen some really bad acting, and the story??? ooh very bad. There where to many hole in the script writing. And everybody is raving about a surprise ending. um mm people......Most film today are going into that direction of weird twisty endings. It's being overdone. All's I have to say about this film that 13 seconds is 13 seconds to long to watch it."
"49114_0"	"I was duped into thinking that this was an actual movie. Had I known it was a tv-movie I would have spent the $2.50 rental fee elsewhere. The jacket of the movie made it look like it'd be funny...but I was WRONG! I didn't even laugh once during the entire flick and I'm a person who laughs during a funny movie, even if its as stupid as watching Wiley E. Coyote blowing himself up!<br /><br />Others may say this is a good family movie, but I wouldn't even let my own kids watch this movie!"
"19667_0"	"This must be one of the most refreshing surprises I saw in a long time! Looks boring but it's ultrahilarious. In documentary style we learn something about Australia's dirty history (well this is a satire so don't check out the net for verification, okay?) We go back in the early fifties at where we find an Australian communist Joan Fraser (Judy davis) who really would give her life for the red star, it goes so far that she can arrange to meet the man Stalin himself (all of course before the public knew of his slaughters) and what Joan never expected...she ends up in bed with Stalin but as the man is walking on his last feet, he dies... Agent Nine (Sam Neil) tells her she's a hero who saved Russia and that same night she also ends up in his bed.... Not knowing what to do Joan returns to Australia finding out that she is pregnant. She doesn't tell her Australian boyfriend who the father of her child is....but the poor b*****d accepts. But soon trouble happens when agent Nine returns to the land of the kangaroos...cos the question is : who is the father? He or Stalin? Things of hilarious things are following and we follow the days of the child Joe welch (Richard Roxburgh). For communist mum he's a perfect child...always to be seen at manifestations against the Vietnamwar but then the nightmare strikes...Joe falls in love with a female cop! Really it's totally hilarious even if the personages always stay sober but it's the kind of script that leaves you not one minute in silence. A perfect film from a rather unknown director, see it!!!!"
"31220_0"	"great film i have this film got it off sky sum time and yes its freeky as hell there's no blood no swearing and sorry to those people that want to see it but no nudity well its censored. anyway i thought this film was real when i first seen it and i couldn't go anywhere alone i became paranoid that the aliens were gonna come get me. i think this film is psychological and really gets to you.evan thought this film was fake some say it actually happened and this was the remake, ethier way it still freaks me out to this day not as much but i get those shiverer's down my back when i watch it.<br /><br />PS this film has 2 names as far as i no Alien Abduction: Incident in Lake County and Alien Abduction: the macpherson tape. if you no of any others or the real tape please say."
"7021_0"	"My local video rental store is eliminating all of their VHS tapes and as I am still trapped in the 80s and do not have a DVD player I was more than happy to take some off their hands. #13 pick in choosing my 13 for $10 \"Kindergarden 'Ninja'\" has proved to be just as the others have said, the most entertaining use of a dollar you can find.<br /><br />I hardly know where to begin. Lets start with the cover of the movie. It is important to note that the creators in no way intended you to think there were real martial arts in this film. Ninja in the title is in quotation as if to warn you of the fighting skills. The cover also declares \"Say no to drugs!\". That's what got me interested in this film, but the best part is inside.<br /><br />At one part in the film Blade Steel (ex-NFL star Dwight Clark) suggests that he and his date go to Clark's on the Bay, Dwight Clark real life restaurant. As he says this the number to make a reservation at his his restaurant scrolls across the bottom of the screen. As they have their meal Steel goes on stage to sing the Motown \"hit\" \"25 miles from home\". while on stage his date is suddenly kidnapped by ninjas. while continuing to hold the mic and sing Steel defeats the ninjas and returns to the stage with a wink.<br /><br />During the final fight scene Steel, his martial arts mentor and for a few brief seconds (used as a weapon) the kindergarten children fight a clan of drug dealing ninjas who throughout the film had been played by children but are now mysteriously grown men. During this action scene slow motion is actually filmed by the actors moving in slow motion. Simply amazing.<br /><br />The entire film is packed full of gems like this.<br /><br />I doubt you'll ever be able to find this film, but if you do, please pick it up. It will definitely be worth the dollar you spend."
"29479_0"	"To everyone reading the comments here,<br /><br />As your well wisher, I recommend not to see this movie, I don't want to write anything about it, some sensible people who have posted comments here and given a deserved bad review about it have already pointed out all the flaws of this movie. <br /><br />I just want to save a long good period of frustration and anger which I went through after watching it, what a waste of a talented budding actor like Vivek Oberoi, I pity him really. I am so embarrassed I have to give a rating of 1 to this movie, I thought 0 would be there but it is not there so I am forced to give a rating of 1.<br /><br />As far as the good reviews for this movie here are concerned, I am surprised and shocked, these good reviews here lead me to the imagination of S.Ghai or someone handsomely paid by him sitting spending some valuable hours cooking up false stories about this movie being great etc<br /><br />Thants all."
"49181_0"	"The absolute worst of the trilogy, not even comedy could save it ... Unrealistic, unbelievable, loud sudden sounds the only scary component. Really should have quit after one ... No. two was bad but not in the ball park compared to this disaster. Nev Campbell the only saving grace with the four votes given placed solely on her performance having to work under atrocious conditions."
"48313_0"	"Fletch is at again. But this time the premise is extremely worn out and the wisecracks are very tired and sometimes downright stupid.<br /><br />It started so promising. When Fletch finds out that he has inherited an estate in the deep south from an aunt he hardly knew, we get a wicked satire of \"Song of the South\", complete with animation and a singing Chevy. When the scenery changes from L.A. to Lousiana we get every southern stereotype known to man. The Klan is apparently back in action and tries to get Fletch to leave the estate which turns out to be not what it's cracked up to be. We also get southern beauties who present themselves with three names like \"Amanda Ray Ross\" and \"Becky Ann Culpepper\" and you just know that the first thing Fletch does is make a rather suggestive remark that the women find irresistible and they immediately jump in the sack with him. The \"Amanda Ray\" character is not so lively the next morning and looks sort of like she was in the deep freeze for the entire night. Can this be a comment on Fletch's abilities in the sack or is there foul play involved. If you think it is the second answer you are absolutely right.<br /><br />So next we meet a lawyer who seems to wanna help Fletch (do they do that?) and we also meet a ranch hand who serves as Fletch's only friend among hostile citizens. An amusing, but not quite funny bit involves a TV evangelist played by the great R. Lee Ermey but he doesn't seem sleazy enough to generate much suspicion towards him so the real culprit must be the most unlikely. Have I given too much away? Doesn't matter. The plot is not why we go to see this movie but the laughs are not there this time. A shame since I was looking forward to seeing this. You can only hope that there won't be another sequel."
"27517_0"	"One of Tennessee Williams' best plays becomes a good but not great film despite a stellar cast. It's hard to pin exactly why this film doesn't soar but it's a solid screen version. Maybe it's just that the subject matter works better in a stage environment and that the camera is just too intimate.<br /><br />Familiar story of restless son, his crippled sister, and their manic mother, who seems to live in the golden past is great material for the stage. And this sad story of the mother's attempts to goad the son into bringing home a young man to meet the sister seems rather cruel. But even the forgotten and lost can lead lives of desperation as they cling to dreams and make wishes on silver moons.<br /><br />Arthur Kennedy stars as Tom, the son who tries to please his mother but longs to escape his dull job in St. Louis and see the world. Jane Wyman is the crippled sister who has shrunk from the world and collects tiny glass animals. Gertrude Lawrence is the mother who was abandoned by her husband and has been reduced to living in a dumpy apartment and selling magazine subscriptions. And Kirk Douglas is the \"gentleman caller.\" All 4 actors are quite good, although none received Oscar nominations, despite the hype. Many great actresses have been associated with the role of Amanda Wingfield since this play made its Broadway debut in the 1940s: Laurette Taylor, Katharine Hepburn, Joanne Woodward, Maureen Stapletobm Jessica Tandy, Julie Harris, and Jessica Lange have all played the role on stage, film, or TV. And I swear I remember Shirley Booth doing this on TV also.<br /><br />Ultimetaely the story is as fragile as the glass figures. If any one character dominates the story the whole play collapses. This film version works very well in balancing the roles. And while Wyman seems a tad old for the part, Lawrence was an even odder choice. I've also read that Bette Davis and Tallulah Bankhead were considered. But how they decided on Lawrence--a great musical comedy star in London and New York--is anyone's guess. She really is quite good but the film might have need the extra star power of Bette Davis.<br /><br />Anyway, this classic American play is worth watching."
"23344_0"	"Calling this movie one of the best Dutch in recent years is perhaps not enough. It certainly deserves a spot among the best Dutch movies of all time as well!<br /><br />If I had to compare this movie to any other, I would say that this movie is the Dutch \"Glengarry Glen Ross\". It has only powerhouse actors in it, the movie doesn't just have one main character, it follows multiple story lines from all the different characters and it has an excellent written story. Don't let the fact that this is just a 'made for TV' movie scare you of. The only reason the movie didn't got a theatrical release is because Dutch cinema in general is not very popular by the main stream audience and besides movies like this just don't do well in Dutch cinema's, regardless of the language spoken. A shame because that also in a way means that not too often Dutch movies like \"Cloaca\" will ever be made and released. This movie however truly screams for more.<br /><br />The story at first starts of rather simple but just like in real life things are more complicated than they at first seem. Every character in the movie has problem(s) on their own and the one thing that connects everything is their friendship. The four old college buddies, now in their forties, try to help each other but have to cope with their own difficulties as well. By helping each other out they discover the true meaning of friendship and start evaluation the way their lives are progressing thus far and where things went wrong for them and they let the 'good old times' revive as well. It's a real character movie and a movie like this always requires some extremely good actors. \"Cloaca\" really has this. It makes the movie, the story and the situations in this all feel very real and understandable.<br /><br />\"Cloaca\" has the best acting you'll probably ever see in a Dutch movie. All of the actors in this movie are well taught and established actors, who appear mostly on the stage. It's too bad that Dutch movies not too often give the chance to let actors like this shine on the silver screen. Ductch cinema doesn't often offer roles like these to actors of this caliber. Pierre Bokma, Gijs Scholten van Aschat and Pierre Bokma are all probably the best Dutch actors at the moment. It also definitely helps the movie that the three of them are real life friends and went to college together (along with the movie its director Willem van de Sande Bakhuyzen), it definitely shows on screen, since they all have such a great chemistry and share some great anticipation and reaction with each other. It lifts their performances to an even higher level and makes the timing spot on.<br /><br />The movie is deliberately kept low key. No fancy tricks are used and the movie mostly relies on telling its story purely through its characters. It's based on a stage play by Maria Goos, which starred for most part the same actors that also appear in this movie. It means that the movie also feels 'stagey' at times, with its characters and dialog. This doesn't always work out well in movies but there are exceptions and when there are exceptions, they are always brilliant ones. \"Cloaca\" is a wonderful example of this. It's a real shame by the way that the British Kevin Spacey stage play version wasn't an huge success.<br /><br />The movie is extremely well directed by Willem van de Sande Bakhuyzen. Of course the storytelling is slow but van de Sande Bakhuyzen's directing keeps the pace always high and the movie interesting. The movie also has some beautiful cinematography and a suiting musical score. A real lost for Dutch cinema, that Willem van de Sande Bakhuyzen died in 2005 of cancer. He made the best movies in his last years and I would had definitely been interested in seeing more movies of him, definitely if they were like \"Cloaca\".<br /><br />10/10"
"30865_0"	"To comment on this movie, there are two main sides: First one would be Adam Sandler, I have always liked his movies, for the light kind of comedy he presents, you watch and you laugh but you don't expect to come out of the movie with a deeper message or something remotely philosophic to think about, I find that when Adam Sandler tries to go deep, his movies become quite depressing and nonsensical, \"Click\" quickly comes to mind.<br /><br />The thing about the Zohan, is that I laughed a lot in some parts, but I find his affairs with the older ladies to be a bit repetitive and leaning towards downright BORING. Also the crude language and the oh-too-much \"crotch\" view makes it quite impossible to let your kids watch the movie, which is a pity, because I find the hilarious fight scenes and the Zohan's \"supernatural\" cool stunts would have been fun for kids to watch.<br /><br />Second point of view would be from an Arab point of view; I started watching this movie, preparing myself to get offended, and mind you I am a very broad minded person ... However, I was pleasantly surprised, for the first time in my life I see a movie that does not picture Arabs as animal-like, heartless, brainless killing machines. They are just people, trying to make a living, even the avenging one has a reason, the Zohan stole his goat.<br /><br />Watching this movie, I tried to forget that I am an Arab, and I see that it is portraying - in a very silly and somehow inaccurate way - two opposing sides, and suggesting that they stop fighting, get over their differences to see that they are in fact similar.<br /><br />The movie makers get my personal \"thank you\" for that, it is no different than watching a movie about the conflict between \"black\" and \"white\" people after the civil war, or about Americans and Japanese directly after WWII, there is no prejudices against Arabs here.<br /><br />For the very first time, someone has discovered that Arabs are human beings too. So THANK YOU."
"42037_0"	"MAN WITHOUT A STAR has to be one film the former Issur Danielovitch must surely wish he could erase from his resume. Douglas plays a ne'er-do-well ranch hand who ends up switching sides during a range war among two big cattle ranches. Jeanne Crain is the boss lady of the ranch he starts out on, and you can almost feel the beginnings of THE BIG VALLEY in this largely awful Western from the 1950s. Outfitted in stylish, form-fitting shirts, Douglas is simply terrible as the conflicted cowpoke. Talk about miscasting. Crain isn't bad as the boss lady, but she's no Barbara Stanwyck. A veritable army of familiar supporting players including Jay C. Flippen can barely keep this turkey afloat. The script stinks, the direction is aimless, the cinematography is wasted. If this was the kind of movie intended to keep viewers away from their TVs, I can't imagine it succeeded in doing so -- even though I understand it was a box office hit in its time."
"5601_0"	"Big Wednesday & Endless Summer. There is no real way to compare the two however since Endless Summer is a documentary that follows a couple of California surfers as they search out the perfect waves around the world. Big Wednesday is the story of 3 guys as they come of age together and culminates in an actual big wave day that happened at Malibu. The characters are guys almost any surfer from the late 60's and early 70's can relate to because of the bonding that would take place on the water. Back then surfing wasn't about the big buck tournaments they have now it was time well spent with your compadres and the film reflected that time. Remake this movie...I hope not because it captured the essence of the California beach scene then and William Katt, Gary Busey and Jan Michael Vincent portrayed 3 very typical California surfers of the time, and it would be almost impossible to capture that spirit again."
"36562_0"	"It's simply, one of the worst movies I have ever seen!<br /><br />It is hard to believe people put money, and agreed to participate in such a puerile film. This is a completely flawed 'after the end of the world' film - badly acted, with cheap effects, and a horrible filming. Nothing to keep you watching it, excepting the fascination of how worse it can get. And it gets worse, as you watch it!<br /><br />Avoid it! 2/10 on my personal scale."
"18574_0"	"I just recently rented this title and it was great.<br /><br />The story line contained issues from alcoholism, marriage issues to the normal every day issues in the life of our great firefighters and the crazy things we do with our friends.<br /><br />I know we've all done a few of those here and there.<br /><br />DJ Perry was awesome even considering this was his 1st starring role. A few times he was running in this movie I was waiting for him to fall flat on his face. He definitely kept it real. I would of been running my butt off if I was being chased by that hideous creature.<br /><br />All I can say is great writing, directing and acting.<br /><br />Go out and watch it!"
"38399_0"	"I have to agree. What a really awful movie. This was just a poor ripoff at a time when poor ripoffs weren't as common as now.<br /><br />Sigh...<br /><br />The original Westworld takes a good concept and works well. The attempts to tie futureworld back to Westworld are poorly structured.<br /><br />Wooden performances abound, not just from the 'robots' either.<br /><br />Watch Westworld and skip the sequel.<br /><br />Another reasonable pick for an odd Yul Brenner movie is an odd post-apocalyptic knife fighter flick.<br /><br />Aardvaark"
"31591_0"	"Hide and Seek is a really creepy psychological thriller directed by John Polson (Mission: Impossible II, The Sum of Us) and it has one of the most memorable and most shocking/surprising endings ever. Another movie that had that creepy-ending thing was Wes Craven's 'They'. (sorry, no other titles come to mind. but see They, it's extremely scary).<br /><br />Anyway, Robert DeNiro (Shark Tale, Cape Fear (1991)), for once, did not over-act in this movie. His acting was actually great! And Dakota Fanning just literally blew me away. She is definitely THE BEST young actress that has ever been and that will ever be (I hope I said that phrase right, but if I didn't, I'm sure you know what Ii mean). She did the same thing in War of the Worlds, too. She has a very, very, very, very, very, very, very rare gift of acting. She has such a talent that God gave her. She just passed through the part easily, as if there was nothing too it. Her part as Emily Callaway really creeped me out. She also won an MTV Movie Award for, 'Best Frightened Performance' in this movie. She really seemed actually frightened! Everything else was wonderful in this movie! See Hide and Seek! You won't be disappointed!<br /><br />Original MPAA rating: R: Frightening Sequences and Violence<br /><br />My MPAA rating: R: Violence/Terror and Frightening Sequences <br /><br />My Canadian rating: 14A: Violence, Frigtening Scenes, Mature Theme"
"19957_0"	"Again a french blockbuster! I had in mind \"Largo Winch\" for our national action / thriller tries and the feeling that something was lacking in comparison to James Bond, \"Mission Impossible\" or the recent \"Traitor\".<br /><br />My opinion hasn't changed: action isn't unforgettable, the story is boring, and the characters dull: even before the troubles come, the spies are depressive, mournful! <br /><br />I know the director wanted to show the crude reality of undercover action but he failed to tell something interesting. Even his commentary is lethargic. It's a pity because some sequences show that he is talented with a camera! <br /><br />The best moment of the movie is their \"vacations\" in Casablanca, because it was almost like mine in Oujda, another Moroccan town: streets filled with people, red and whites taxis, pool,  <br /><br />And another french DVD without subtitles!"
"24991_0"	"I adore this movie. Mike Myers is a comic genius. I pretty much love all his movies but this one is one of the best. Even before it was hysterical for Eddie Murphy to play his whole family, we had Mike playing his own father. And doing a darn good job of it too.<br /><br />"
"6160_0"	"Hollywood insider films have been made since the movie colony came out to the west coast. The Hollywood community was aware that the public knew their patented make-believe was just that, and so they were willing to share the \"truth\" about Hollywood with the public fairly often.<br /><br />But these films got darker in the late 1940s and early 1950s. In 1950 Billy Wilder's SUNSET BOULEVARD showed how the world had forgotten it's celebrities and stars of the late silent period a generation earlier. In 1951, although ostensibly a comedy, SINGING IN THE RAIN did show the disaster to so many silent careers (even the detestable Lila Lamont's) that sound brought in it's wake. Yet with all the viewing of the effect of the film industry's changes on the lives of actors, few tackled that of production people.<br /><br />Vincent Minelli's 1952 THE BAD AND THE BEAUTIFUL did just that, studying the career of a super film producer. It's use of organized series of flashbacks reminds of that this film's producer was John Houseman, once the partner of Orson Welles in his Mercury Theater. The constant comment that the anti-hero of the film, \"Jonathan Shields\" (Kirk Douglas) is dismissed as a \"genius\" is like the disparagement shown to boy-genius Welles when he showed up in Hollywood. But the basic model for the producer seems to be David O. Selznick, whose father was prominent in the 1920s, until forced out by rivals in the industry. Jonathan's father was also a big shot until he too was thrown out by his rivals.<br /><br />Briefly the plot of the story is how Shields made a career out of the work of other people, several of whom he hurt by discarding as soon as he could. First is his co-producer/director Fred Amiel (Barry Sullivan), whose treatment plan for a major film is taken from him by Shields to sell the studio on backing it. Amiel hoped to direct it, but it is directed instead by Von Ellstein (Ivan Triesaut - a kind of clone of Josef Von Sternberg). Amiel breaks with Shields as a result, and never will work for him again. However, Amiel is able within a few years to be one of the most successful Hollywood directors anyway.<br /><br />That incident was in 1936 (a film preview is shown at a theater showing ANNA KARENINA with Garbo and Fredric March - an MGM film, just like this one). In 1941 Shields is casting the leading role for a film to be shot by Harry Whitfield (Leo G. Carroll - possibly a clone of Alfred Hitchcock). He decides to hire \"Georgia Lorison\" (Lana Turner) for the female lead opposite \"Gaucho\" (Gilbert Roland). Lorison is the daughter of a classic leading actor of the past (his voice is heard - it is Louis Calhern's), who died impoverished and an alcoholic wreck (the father and daughter are supposed to be John and Diane Barrymore). Georgia is trying to keep off the sauce herself, and falls on the day shooting is to begin. Since Jonathan learns that Georgia loves him, he romances her. It is only when the film is in the can that he breaks it off, rather roughly. Georgia's performance makes her a success in Hollywood, but she never will work for Jonathan again.<br /><br />Finally we have the story of novelist James Lee Barlow (Dick Powell) and his wife Rosemary (Gloria Grahame). Barlow is in Hollywood to write the screenplay version of his best selling novel of the deep south (he's a clone for William Faulkner and Thomas Wolfe, with some F.Scott Fitzgerald in). As Rosemary keeps James Lee from working, Jonathan tries to get the author into isolation to work, and preoccupies Rosemary with Gaucho (who had come onto her at a party). But Gaucho and Rosemary are killed in a plane crash. James Lee finishes the script, but an argument between Jonathan and Von Ellstein causes the latter to quit the film. Jonathan ruins the film because he has no talent as a director. Still he and James Lee might work on a new project together, but a stupid remark by Jonathan causes James Lee to realize that Gaucho and Rosemary were together on that ill-fated trip due to Jonathan. So he too leaves the producer. But subsequently he writes a novel about his wife, and wins a Pulitzer Prize.<br /><br />Called together by Jonathan's financial head, Harry Pebble (Walter Pidgeon), the three victims of Shields refuse a new offer for just one final picture with him. But at the conclusion they all show curiosity on just what the new idea of his is.<br /><br />THE BAD AND THE BEAUTIFUL had a wonderful script - it has many intricate bits in it that one has to catch on repeated viewings. Pebble (originally Shields' boss) dismisses him until he sees the treatment of the novel that Amiel wrote - he thinks it is Shields' ideas). He says in front of a seething Fred Amiel he always thought Shields a genius. Later, of course, he realizes it was not Jonathan's work. Similarly Von Ellstein congratulates Jonathan on being the first producer whose treatment of a book resembles the work of a director. Later he too realizes it was Fred's work, and ironically the collapse of Jonathan's position is begun when Von Ellstein lectures Jonathan on how you can't just stuff a film with a series of climaxes but have to build to one. Also the first time Georgia and James Lee discuss a film script they accidentally (by lack of knowledge on his part, and by temporary failure of memory on hers) hurt each other without realizing it. It becomes a rich tapestry of the industry and the various lives that get involved in it. As such it is one of the best films about movie making ever made."
"33951_0"	"This has to be the worst film of the year. Possibly of any year. (Doubly insulting that it's set in my home town.) What was it supposed to be? Satire? Social commentary? A series of badly written sketches with no discernible story? How anyone can watch this codswallop and not find themselves screaming at the screen is beyond me. And to watch some decent actors struggle with this appalling script was agony.<br /><br />I have to assume it was some sort of tax dodge for the Scottish film industry. No one with any understanding and/or experience of film-making would surely sanction such utter tripe for creative reasons.<br /><br />And the director wins a Scottish BAFTA? Who decided that? The same people who funded it perchance? It's no wonder no-one outside of Glasgow takes the 'Scottish Film Industry' seriously if this is perceived to be some sort of pinnacle. The only sensible thing would be to have a bonfire with all existing prints on Calton Hill beside Edinburgh's original disgrace.<br /><br />Update#1 : I've just read that this unspeakable piece of rubbish also won a British Comedy award beating The Incredibles and Sideways. I think a steward's enquiry is required. Update #2: I've since spoken to a couple of people who were involved in this production and they both reported that \"no-one seemed to know what they were doing, and boy does it show. The film made a mere £82,230 at the UK box office (I pray it wasn't released abroad) Great return on the £700K the UK Film Council wasted on it. It's no wonder they're desperately trying to recoup their investment via DVD sales and rental. Makes you proud to be British, doesn't it? Update three (not that I'm obsessed). The comments of D_G below are interesting. I'm inferring that we in the vast majority (and not just on this site) who thought this film had all the artistic merit of raw sewage have somehow missed the point? It's apparently too much to ask of an alleged black comedy to have some er, comedy in it. And the argument that it must be good because Book Club was doesn't wash either. If anything this debacle of a film has shown up Griffin's remarkable paucity of talent. Get real."
"13194_0"	"I thought this was a great movie, for fans of all ages. And I think Dakota Fanning is a sweet girl with an awesome acting future ahead of her. I think it was wonderful that they changed the role of the child from a boy to a girl just for her. She made this film, made it work and made you believe. It's a feel good film. It teaches patience and perseverance. It shows kids and adults alike what can come from hard work. I thought it was a very inspiring film. Made me remember what it was like to be a kid, when everything was possible. See this movie, you won't regret it...unless you have a heart of stone. It made me treasure the moments between a father and a daughter, having lost my dad this year. I miss him and I wish we'd had a bonding moment like the ones in the film. And it was good to see Kurt Russell again. He's always been a favorite of mine. And now I can add another movie to my list of all time faves."
"17084_0"	"\"His Gal Friday\" is Howard Hawks' tribute to the brilliant play in which this film is based. Charles McGraw and Ben Hecht, two of the best writers of the era, paid tribute to the journalists that wrote for the American newspapers of the thirties. This movie has some of the fastest dialogs in memory.<br /><br />The incredible combination of Cary Grant, Rosalind Russell, and Ralph Bellamy in the main roles is what made this movie a favorite. Mr. Grant as Walter Burns, the unscrupulous newspaper editor, is the perfect foil for Rosalind Russell's, Hildy Johnson, a role that is played by a male in the original play and in the other film versions.<br /><br />The best moment of the film is the moment when Cary Grant speaking so fast, that some what he says goes over the viewer's heads, refers as to Ralph Bellamy by name as not having a chance and cites in the same breadth his real name Archibald Leach. <br /><br />It's hard to imagine anyone but Cary Grant and Rosalind Russell playing Walter and Hildy. Ralph Bellamy is perfect as Hildy's fiancé, Bruce Baldwin. Gene Lockhart is perfect as the sheriff Pinky Hartwell. The ensemble of actors that play the reporters following the possible execution of Earl Williams, are perfect.<br /><br />An excellent comedy thanks to the genius of Howard Hawks."
"14223_0"	"Renoir's tale of Paris,the Cancan,a washer-girl and the Moulin Rouge.A more subdued,but highly entertaining version of the opening of the Moulin Rouge. Jean Gabin gives his usual excellent performance.The Technicolor photography on the print I saw was exquisite.An easy evening's viewing. chris w galla"
"35634_0"	"I am surprised that so many viewers liked this movie. Let me make myself clear: I find the subject matter very interesting. Trying to understand why people (especially, young people, and even more so young girls) become terrorists (or freedom fighters; the terminology is heavily dependent on your alliances) is quite noble. So I was really eager to see the movie, but unfortunately was disappointed beyond the normal expectations. What was good about it? Well, the actors were not too bad (especially, given the fact that they were mostly non-professionals). That's about it. What was bad? Let's start with the premise: a girl (freedom fighter/terrorist) becomes impregnated by a wounded \"brother in arms\" while they find themselves hiding from the government troops in a ditch (and the latter are still raiding the area, might I add). Are you kidding me? I admit, I've never been shot in a battle, so I cannot tell what a person would normally do under these circumstances, but my wild guess is that having sex with a comrade (while the enemy soldiers are searching around) would not be the first item on the list. Well, may be I am wrong here... Next, who was in charge of the soundtrack (and sound in general)? This was probably the worst movie sound, I've ever heard: the same bad composition played on a cheap synthesizer over and over, so by the middle of the movie, you have an urge to turn the sound off and just read the subtitles. Who was the director? Almost every scene (with exception of the scenes involving the old man, his goofy friend, and the paralyzed wife) looked exceptionally fake: fights, killings, pull-ups, etc. Anyways, this could've been a decent unprofessional movie, but for a professional motion picture (especially, given the amount of positive coverage), it falls quite short."
"17090_0"	"I just finished watching the DVD of this first-class, semi-Screwball comedy in Columbia Classics beautiful transfer, and it absolutely made my day! What a movie! What a screenplay! The dialogue is better - more modern - in fact, than a in lot of contemporary movies. It's incredibly funny, too, and my teenage sons kept laughing right along with me at the smart come-backs. Cary Grant is, of course, as good (if not better) than ever, and I've never seen Rosalind Russel in a role that suited her more perfectly. And that's just for starters: The timing of the thing is still awe- inspiring after sixty-odd years; the supporting actors, down to the bit-players, are all memorable, convincing and hilarious; the camera work (this IS the forties, though) is inventive and the editing superb. I can safely confess now that I hadn't ever seen it before, but that's no reason for you to make the same mistake: Go buy/rent it NOW! Hats off to the great Howard Hawks, his cast and crew for pulling this comedy masterpiece off. And thank you, thank you, thank you Columbia Pictures, for<br /><br />making it possible for me to watch it in such pristine condition! (I've got the 2002 edition, and from what I've heard you should beware of earlier DVD issues)."
"12203_0"	"I can truly say this is one of the greatest movies i have seen in a long time. It made me laugh and cry numerous times. Im not the usual crying type, but this movie really moved me. I recommend it to everyone! This is truly a must see movie for the whole family to enjoy or for a romantic time with your spouse."
"34140_0"	"Director Frank Tashlin stretches his anything-for-a-laugh method of comic film-making to the breaking point with this very weak advertising send-up (with equally dull romantic-confusion underpinnings). Tony Randall seems the wrong actor for the part of struggling ad-rep Rockwell Hunter, who gets a buxom beauty queen to shill for a new lipstick--but at a price. It's supposed to be a riot, but Tashlin, who also adapted the script from George Axelrod's play, can't seem to bring the material (both farcial and cynical) into a cohesive whole. It's full of prankish jokes and questionable taste, but the episodic results are loud and forced instead of funny. There's a satirical, promising opening sequence (brightly prodding the TV commercials of the era), but the movie steadily loses steam from there. *1/2 from ****"
"40374_0"	"A young woman, who is a practicing Satanist sets out to unearth the tomb of Countess Bathory by sacrificing young, virginal women. Waldemar Daninsky (Paul Naschy) also used to be Countess Bathory's loyal servant when they were executed several hundred years earlier for their gruesome crimes. Waldemar is now on a mission to destroy Countess Bathory in order to prevent her from making him her slave, once again.<br /><br />THE CRAVING, when it was released in the states was horribly butchered because of its violent content. Unfortunately, this was its biggest detriment. It barely made any sense, and was quite difficult to keep track of what was going on.<br /><br />However, I must say the climatic battle between Daninsky and Bathory was quite exciting and hilarious to watch.<br /><br />Any Paul Naschy fan should check out. Fortunately, it was re-released under its uncut form via BCI/Deimos a year or two back. Just please avoid the censored version. It's way too confusing,"
"6701_0"	"This movie has a GREAT soundtrack. The title song is pretty but the others used are outstanding. \"California\", which we hear whenever the hero goes after his old flame, should be adopted by the state.<br /><br />Our hero is a top jingle writer for ad campaigns in New York with a desire to move up to movie scoring. This takes him to California, which is where the college sweetheart who walked out on him now lives. He wants to relive the past with a happy ending. This movie will resonate with anyone who has old memories.<br /><br />There are especially nice touches here about male friendship and intercommitment. James Brooks seems to have done everything: story, music, directing, lead role, and it does seem very personal. But this movie has a number of interesting elements in it. Some bits about working with advertisers to produce a musical spot are marvelous. Jimmy Breslin has an interesting side role. There is a lot of warmth to this movie, and don't forget the wonderful music."
